pickup_point,latitude,longitude,employee_count
125,39.954915186956526,32.562619913043484,23
126,39.950300835,32.575040754999996,20
127,39.9931767,32.61144186666667,3
128,39.992496957142855,32.57463061428572,7
129,39.999404266666666,32.63128686666666,3
130,39.9525826095238,32.599357361904765,21
131,39.99204928333334,32.557900966666665,6
132,39.989556,32.86273343333334,3
133,39.94913933333333,32.62800160833334,12
134,39.954560664285715,32.573368228571425,14
135,39.95168705,32.6656809125,8
136,39.98896526666667,32.85494786666666,3
137,40.03477256666667,32.85061416666667,3
138,39.9623827,32.60299773333333,9
139,39.95712953333334,32.6022091,3
140,39.9988701,32.874591833333334,3
141,39.980594700000005,32.84557316666667,3
142,40.00071974,32.527682299999995,5
143,40.00334050000001,32.6097669,2
144,39.93842635,32.6207694,2
145,39.870567,32.816762,1
146,40.0187503,32.51167065,2
147,40.0025266,32.60053666666667,3
148,39.957452950000004,32.836019449999995,2
149,39.88983820000001,32.780086,1
150,39.87839900000001,32.681737,1
151,39.933389266666666,32.6408308,3
152,39.8965922,32.848243,1
153,39.991629083333336,32.585303849999995,6
154,39.95965651333333,32.57610587333333,15
155,40.010691,32.90283305,2
156,39.96468487692308,32.58968059230769,13
157,39.886608550000005,32.800703049999996,2
158,40.00693308,32.868536240000005,5
159,39.5591011,33.1162071,1
160,39.99712415,32.8137688,2
161,39.97715159999999,32.559527200000005,2
162,39.95271181538462,32.6314313076923,13
163,39.97503606666667,32.83201913333333,3
164,39.88055935,32.800464500000004,2
165,39.93128686666667,32.63547813333333,3
166,39.9695413,32.78575710000001,3
167,39.9124056,33.0563914,1
168,39.8471994,32.5546271,1
169,39.8571568,32.7237843,1
170,39.9537675,32.7589733,1
171,39.75705175,32.8088145,2
172,39.8976879,32.86852925000001,2
173,39.9013082,32.6262258,1
174,39.9603589,32.742676,1
175,39.36297,32.26464,1
176,39.96737866666667,32.871899033333335,3
177,39.945842588461545,32.566657034615375,26
178,39.974936,32.62993965,2
179,39.994041,32.99535,1
180,39.9893272,32.50898560000001,6
181,39.945895566666664,32.60990183333334,3
182,39.94612580909091,32.636688945454544,11
183,39.9703578,32.7053834,1
184,39.92793846666667,32.88691573333333,3
185,39.99442519999999,32.7233261,1
186,40.0244784,32.8563952,1
187,40.009675,32.872341066666664,3
188,39.83785335,32.535399,2
189,39.962029,32.81657,1
190,40.0096212,32.6230276,1
191,39.9443256,32.8145431,1
192,39.9025173,32.8057286,1
193,39.9819781,32.6786008,2
194,39.85176455,32.85829795,2
195,39.96646907333332,32.59461391333333,15
196,39.950535200000004,32.87942605,2
197,39.954303715384604,32.59340676153847,13
198,39.9022497,32.7049775,2
199,39.997611400000004,32.8303316,3
200,39.9995568,32.5570715,3
201,39.8512298,32.6869315,1
202,39.943819033333334,32.603977566666664,3
203,39.940015900000006,32.8880202,2
204,39.94992666923077,32.634178007692306,13
205,39.9867988,32.7847733,1
206,39.8055024,32.5655549,1
207,39.88024660000001,32.69736880000001,2
208,39.9079223,32.980424766666665,3
209,39.91775015,32.8206309,2
210,39.981198750000004,32.75571655,2
211,39.8945662,32.7992532,4
212,39.99322625,32.83940665,2
213,39.976402,32.78000900000001,2
214,39.969581149999996,32.94397335,2
215,39.8970734,32.691308,1
216,39.9633423,32.6136146,1
217,39.899684,32.9166357,1
218,40.022342099999996,32.5222786,10
219,39.94233157777777,32.64857374444445,9
220,39.9862099,32.8023371,1
221,39.82813885,32.71525825,2
222,39.94817303636364,32.619377863636366,11
223,40.2107414,32.7724813,1
224,39.9878509,32.598078380000004,5
225,39.9753255,32.9096737,1
226,39.9235362,32.850263,1
227,40.013648377777784,32.53470406666666,9
228,39.99517222,32.52337792,5
229,39.91856500000001,32.801918,2
230,39.98874203333333,32.587483516666666,6
231,39.8570265,32.8314103,1
232,39.93757189999999,32.8803594,1
233,39.8346129,32.6051351,5
234,39.9784584,32.6233067,2
235,39.895521,32.7287525,1
236,39.900561,32.6447001,1
237,40.0140001,32.8097661,1
238,39.967316,32.8593758,1
239,39.8451842,32.9212265,3
240,39.9803596,32.6573743,2
241,39.9747719,32.6921729,1
242,39.888664750000004,32.8890757,2
243,40.03098800000001,32.378292,1
244,39.9836941,32.69376615,2
245,39.9708711,32.8962847,1
246,39.8131225,32.5773121,1
247,39.9581957,32.9634852,2
248,39.96631396666667,32.8035568,3
249,39.92692865,32.825597,2
250,39.9779282,32.933983,1
251,40.03584535,32.766950300000005,2
252,39.9287212,32.8766602,1
253,39.97555719,32.6109714,10
254,39.94549523750001,32.58592912499999,16
255,40.075123,31.39928799999999,1
256,39.8897009,32.7520139,1
257,39.8815354,32.8680497,1
258,39.9120322,32.9114296,1
259,39.9207034,32.8862487,1
260,39.9572589,32.6475256,1
261,39.993164300000004,32.6429933,2
262,39.9947425,32.8230541,1
263,40.0177946,32.3292369,1
264,39.974324,32.824171,1
265,40.0321634,32.8850429,1
266,39.9555416,32.707474,1
267,39.9157116,32.9219309,1
268,39.97050725,32.5568121,2
269,39.8850339,32.6594463,1
270,39.949195675,32.5601034,4
271,39.85444759999998,32.42407400000001,31
272,39.8801783,32.67473835,2
273,39.933212600000004,32.85952265294119,17
274,39.98351,32.6494747,1
275,39.95126228181818,32.56508008181818,11
276,39.96537046666666,32.78593056666667,3
277,39.793394,32.806337,1
278,40.0005267,32.9024466,1
279,39.8139783,32.6560016,1
280,40.009266,32.8540183,4
281,40.0099325,32.5011463,1
282,40.0052698,32.50740245,2
283,39.8778105,32.8211999,1
284,39.95484570000001,32.5411368,1
285,39.9796736,32.591001,2
286,39.9314075,32.611194590909086,11
287,39.958447,32.9380603,1
288,39.88099034999999,32.74948965,2
289,39.896249,32.860667,1
290,39.5776674,32.1476388,1
291,39.8612552,32.541087,1
292,39.957323,32.8750852,1
293,39.7887308,32.8295055,1
294,39.9300463,32.6023084,2
295,39.9928663,32.7096666,1
296,39.585047,32.144701,1
297,39.94935866666667,32.653586100000005,3
298,39.95155821666666,32.60870906666667,6
299,40.0103366,32.6616518,1
300,39.9575834,32.8579616,1
301,39.9665578,32.7935168,1
302,39.9790306,32.7211374,1
303,40.0483827,32.8902354,1
304,39.8884403,32.7897809,1
305,39.7521756,32.7674915,1
306,39.97060949999999,32.935475,1
307,39.9753268,32.7128421,1
308,39.731614,32.538925,1
309,39.983505199999996,32.64030315,2
310,39.9698979,32.6342088,1
311,40.0394137,32.8454274,1
312,40.0347414,32.564986,2
313,39.9104081,32.7637933,2
314,39.95016653333334,32.59077595,6
315,40.0129334,32.740723,1
316,39.962468,32.6914019,1
317,39.9581808,32.7161295,1
318,39.9724559,32.9608261,1
319,39.973761,32.604385,1
320,39.890877,32.819762,1
321,39.9283075,32.5712101,2
322,39.9283587,32.5803981,1
323,39.9907557,32.7953016,1
324,39.98910926666667,32.84848753333333,3
325,39.8661732,32.6919158,1
326,39.9980789,32.59603746666667,3
327,39.9439402,32.89248715,2
328,39.9920054,32.7317414,1
329,39.9651506,32.9138078,1
330,39.9922129,32.6613215,1
331,40.0029489,32.8318264,1
332,39.9692508,32.809725,1
333,40.0175307,32.53893105,2
