pickup_point,latitude,longitude,employee_count,bus_number
274.0,39.8471994,32.5546271,2.0,29
275.0,40.03098800000001,32.378292,1.0,29
276.0,39.97611845,32.865589,1.0,29
277.0,40.0052411,32.8595814,1.0,29
278.0,39.9235362,32.850263,1.0,33
279.0,39.91775015,32.8206309,1.0,33
280.0,39.967316,32.8593758,13.0,41
281.0,39.899684,32.9166357,1.0,33
282.0,39.99322625,32.83940665,8.0,41
283.0,39.757964,32.653587,1.0,33
284.0,39.7521727,32.7674041,3.0,33
285.0,39.9462402,32.86206689999999,1.0,33
286.0,40.0347414,32.564986,1.0,33
287.0,40.03320679999999,32.850257,1.0,33
288.0,39.9035674,32.96798615,2.0,33
289.0,39.9198482,32.88284285,1.0,33
290.0,39.9157116,32.9219309,1.0,33
291.0,39.962029,32.81657,2.0,15
292.0,39.90660915,32.93167835,4.0,15
293.0,40.0244784,32.8563952,3.0,15
294.0,39.9907557,32.7953016,1.0,15
295.0,39.9862099,32.8023371,1.0,15
296.0,39.9025173,32.8057286,5.0,15
297.0,39.88522436666667,32.818320166666666,4.0,15
298.0,39.7887308,32.8295055,3.0,15
299.0,39.9819941,32.648696900000004,1.0,15
300.0,39.9651506,32.9138078,1.0,15
301.0,39.92713435,32.81390005,3.0,15
302.0,39.8965922,32.848243,1.0,15
303.0,39.8351161,32.6998107,1.0,7
304.0,39.91856500000001,32.801918,1.0,7
305.0,39.9880919,32.8801831,1.0,7
306.0,39.8850339,32.6594463,1.0,7
307.0,39.9258475,32.8252262,1.0,7
308.0,39.731614,32.538925,7.0,7
309.0,39.88976325,32.68010635,1.0,7
310.0,39.88983820000001,32.780086,1.0,7
311.0,39.870567,32.816762,1.0,7
312.0,39.8970259,32.87079500000001,1.0,7
313.0,39.8512298,32.6869315,2.0,7
314.0,39.8897009,32.7520139,1.0,7
315.0,39.88181609999999,32.8679062,2.0,7
316.0,39.9845954,32.6944347,1.0,36
317.0,39.779293,32.505111,1.0,36
318.0,39.9060914,32.8750463,2.0,36
319.0,39.9549107,32.8487361,1.0,36
320.0,39.9724559,32.9608261,1.0,36
321.0,39.9780279,32.9253605,3.0,36
322.0,40.0083059,32.5389911,9.0,36
323.0,40.0177946,32.3292369,2.0,36
324.0,40.0129334,32.740723,2.0,36
325.0,39.8131225,32.5773121,1.0,36
